AGENT_ID,TOTAL_POLICIES,FRAUD_CASES_HANDLED,AVG_CLAIM_AMOUNT,APPROVAL_RATE,CUSTOMER_COMPLAINTS,YEARS_EXPERIENCE,PERFORMANCE_SCORE,STATE
AGT0003,414,1,10509,0.657,14,9,98.87,WA
AGT0200,115,8,17504,0.835,3,8,97.43,OH
AGT0085,107,20,11868,0.587,8,22,57.45,NY
AGT0016,487,24,4832,0.598,8,8,96.6,TX
AGT0193,201,17,2422,0.932,5,6,55.59,MI
AGT0055,343,19,9711,0.712,2,6,67.72,CA
AGT0023,203,7,16072,0.456,2,23,54.22,FL
AGT0134,491,3,18478,0.927,9,21,91.13,OH
AGT0153,84,3,15232,0.606,10,14,61.19,FL
AGT0026,238,2,9405,0.791,3,14,83.25,NC
AGT0146,54,10,14457,0.471,11,13,88.13,TX
AGT0076,289,22,15895,0.87,10,15,69.04,MI
AGT0064,374,1,8268,0.927,3,17,89.46,CA
AGT0134,239,10,6009,0.611,5,2,66.28,NY
AGT0013,427,18,6051,0.48,5,20,57.41,IL
AGT0034,386,1,15169,0.707,8,19,72.99,WA
AGT0167,476,16,16388,0.489,0,23,85.52,NC
AGT0198,497,11,4692,0.643,14,11,51.99,WA
AGT0181,478,27,19516,0.742,8,1,90.31,OH
AGT0157,222,14,1359,0.477,10,9,62.78,WA
AGT0026,497,15,9046,0.921,9,10,84.06,IL
AGT0062,333,25,10172,0.788,5,15,55.7,CA
AGT0170,50,21,2054,0.599,12,5,69.47,FL
AGT0143,50,16,14764,0.629,4,2,73.25,NY
AGT0167,204,19,18113,0.866,0,4,73.42,GA
AGT0083,282,12,5513,0.662,8,17,63.66,FL
AGT0116,50,20,14099,0.943,1,4,76.46,FL
AGT0148,292,9,19073,0.434,12,16,63.87,GA
AGT0157,342,9,13757,0.549,0,18,58.33,CA
AGT0146,349,24,9583,0.685,3,14,56.67,MI
AGT0008,486,12,18940,0.475,14,2,94.74,WA
AGT0041,188,15,8629,0.596,3,3,56.53,MI
AGT0100,27,3,13739,0.686,7,21,69.76,WA
AGT0140,479,10,15631,0.544,13,15,62.6,TX
AGT0194,267,19,12732,0.491,3,19,80.8,FL
AGT0061,318,15,6969,0.548,4,23,67.29,MI
AGT0156,271,9,14492,0.445,0,10,64.32,FL
AGT0133,248,0,6886,0.508,12,22,98.45,NC
AGT0054,90,16,10194,0.434,1,11,99.84,OH
AGT0035,286,10,11357,0.924,14,22,56.63,FL
AGT0125,418,27,6452,0.489,10,17,84.64,IL
AGT0066,65,1,15574,0.401,4,6,94.49,IL
AGT0043,203,20,5783,0.927,7,1,98.54,MI
AGT0044,468,11,4057,0.817,7,22,64.9,OH
AGT0045,216,8,14798,0.547,11,10,89.22,IL
AGT0019,89,21,17722,0.883,5,21,66.39,GA
AGT0038,481,15,5609,0.879,3,5,81.08,TX
AGT0196,77,2,10839,0.808,1,12,75.65,NY
AGT0038,131,18,18691,0.726,6,5,85.37,OH
AGT0082,237,5,8028,0.722,7,3,95.64,GA
AGT0100,198,25,8656,0.933,9,14,55.64,TX
AGT0141,214,7,14263,0.656,12,11,61.14,NY
AGT0062,387,23,13037,0.845,3,6,79.29,IL
AGT0166,282,9,3408,0.462,3,9,67.86,CA
AGT0156,245,9,1813,0.785,4,10,77.89,OH
AGT0102,354,0,7918,0.944,2,6,89.14,MI
AGT0179,305,27,9529,0.405,2,18,84.97,WA
AGT0070,318,16,12647,0.542,11,8,88.33,GA
AGT0098,244,4,8591,0.832,10,15,58.06,FL
AGT0120,281,1,3507,0.804,12,18,51.52,NC
AGT0039,148,8,15338,0.804,8,8,93.59,GA
AGT0017,212,14,9206,0.94,12,2,72.58,CA
AGT0200,89,1,2052,0.453,6,2,81.78,CA
AGT0010,50,10,12342,0.771,13,15,53.65,WA
AGT0010,426,9,8644,0.753,8,1,85.39,MI
AGT0021,405,26,11178,0.513,0,3,55.08,IL
AGT0110,144,12,17304,0.517,2,12,89.37,NY
AGT0054,235,3,4634,0.758,7,7,53.04,CA
AGT0044,498,7,13701,0.76,12,11,54.16,FL
AGT0173,270,24,3252,0.73,2,17,67.17,CA
AGT0188,14,0,15771,0.654,11,20,60.6,TX
AGT0176,292,3,7945,0.778,13,10,99.22,MI
AGT0065,442,0,15502,0.577,2,2,72.57,NC
AGT0018,123,1,1779,0.53,8,5,73.44,NC
AGT0192,474,27,13576,0.727,13,21,52.32,CA
AGT0110,383,29,5767,0.74,4,1,74.57,NY
AGT0195,38,22,8434,0.847,5,6,53.2,GA
AGT0034,493,2,5442,0.629,6,24,81.41,OH
AGT0189,317,20,8588,0.82,6,9,99.08,NY
AGT0062,115,23,16035,0.905,4,1,66.48,IL
AGT0159,393,23,1972,0.634,7,21,90.4,NC
AGT0023,412,22,12441,0.698,4,18,98.28,MI
AGT0149,311,20,4704,0.901,11,21,98.4,WA
AGT0095,482,13,8541,0.565,10,17,87.3,NC
AGT0191,441,1,11603,0.797,2,13,93.5,FL
AGT0030,162,24,2835,0.717,12,18,67.57,WA
AGT0045,74,27,18006,0.628,3,2,79.19,GA
AGT0128,405,15,13940,0.875,7,3,83.14,NC
AGT0162,474,12,12632,0.486,14,15,60.87,NY
AGT0178,154,27,18672,0.419,10,12,65.67,OH
AGT0023,279,13,8353,0.514,14,19,68.07,OH
AGT0002,260,11,3665,0.882,9,23,53.29,NC
AGT0073,178,26,16806,0.589,12,7,72.83,CA
AGT0020,273,27,13060,0.776,6,8,89.17,OH
AGT0081,267,6,9526,0.527,2,5,82.49,FL
AGT0096,492,8,2614,0.67,2,20,81.26,TX
AGT0200,176,9,5937,0.688,8,12,80.3,NC
AGT0007,82,4,12080,0.535,2,9,51.13,OH
AGT0065,233,25,2521,0.613,6,18,50.16,NY
AGT0068,79,29,11417,0.544,6,12,58.46,GA
AGT0111,86,15,16742,0.455,1,13,95.66,CA
AGT0065,321,21,9538,0.637,12,20,92.86,WA
AGT0127,423,12,12703,0.71,1,6,78.84,NY
AGT0170,66,29,5113,0.45,4,16,69.27,TX
AGT0136,200,28,12035,0.597,12,21,98.18,GA
AGT0133,99,22,4471,0.654,0,22,53.3,MI
AGT0025,238,26,14692,0.913,1,21,54.86,WA
AGT0178,299,4,11115,0.736,12,6,81.05,NC
AGT0112,455,26,12495,0.918,4,16,77.38,MI
AGT0033,448,12,7088,0.688,13,14,99.06,NY
AGT0127,454,6,7660,0.842,2,2,90.13,NC
AGT0098,216,27,13523,0.453,2,13,96.91,CA
AGT0181,396,25,12734,0.71,8,6,86.08,WA
AGT0130,152,4,14142,0.594,14,13,96.34,MI
AGT0192,24,19,3660,0.801,11,15,84.34,GA
AGT0195,465,26,4570,0.883,9,17,76.28,WA
AGT0048,454,20,6627,0.792,3,19,79.0,OH
AGT0059,98,14,8354,0.449,1,15,95.06,NY
AGT0043,102,1,11208,0.742,11,12,55.23,OH
AGT0047,454,14,10882,0.809,1,24,78.27,CA
AGT0137,224,16,2313,0.416,2,8,69.61,WA
AGT0190,397,25,1670,0.493,6,8,83.15,OH
AGT0098,452,6,16613,0.774,5,22,80.19,CA
AGT0162,277,6,12019,0.573,12,24,69.98,GA
AGT0149,56,27,1848,0.434,3,10,84.47,OH
AGT0053,304,25,17209,0.889,9,21,76.8,WA
AGT0170,75,16,8074,0.924,6,22,59.37,NC
AGT0096,347,13,13582,0.605,3,21,81.9,FL
AGT0003,292,18,9633,0.946,14,13,51.33,CA
AGT0144,224,4,4649,0.871,11,19,91.15,IL
AGT0176,239,7,13933,0.706,11,15,95.32,MI
AGT0050,481,16,7903,0.811,6,1,53.9,NC
AGT0054,200,12,3942,0.915,3,3,62.84,MI
AGT0147,425,5,5228,0.8,9,23,56.34,MI
AGT0194,406,15,16605,0.586,14,7,88.59,OH
AGT0053,498,19,10885,0.506,3,5,53.55,MI
AGT0087,448,24,9096,0.637,10,24,77.06,MI
AGT0136,314,18,15845,0.503,12,9,69.41,TX
AGT0171,495,18,5771,0.412,6,18,87.54,TX
AGT0007,353,16,3861,0.651,1,19,81.96,FL
AGT0040,70,3,2868,0.581,13,12,77.21,WA
AGT0179,57,11,2936,0.452,1,16,75.17,MI
AGT0106,341,13,18580,0.879,11,13,88.75,CA
AGT0152,269,15,18118,0.468,7,11,73.86,WA
AGT0013,436,8,8664,0.747,10,3,70.99,CA
AGT0019,273,22,9973,0.713,10,3,51.27,NC
AGT0147,127,16,8245,0.938,3,19,63.43,OH
AGT0076,429,9,11417,0.54,1,21,68.49,GA
AGT0189,245,14,4424,0.53,1,2,78.94,NC
AGT0087,477,21,13529,0.745,3,8,83.66,MI
AGT0169,13,0,10620,0.707,12,10,98.13,NC
AGT0109,18,10,18354,0.846,1,1,63.83,OH
AGT0137,75,6,7077,0.495,10,10,77.22,OH
AGT0131,478,9,15463,0.565,5,23,87.8,WA
AGT0024,71,19,4152,0.403,12,15,65.53,NC
AGT0159,359,6,2757,0.797,8,22,77.43,GA
AGT0197,356,16,15304,0.579,11,10,70.93,GA
AGT0078,441,11,17877,0.53,12,19,69.86,FL
AGT0069,314,1,18067,0.733,13,24,53.13,MI
AGT0120,20,26,2115,0.538,12,13,51.21,NC
AGT0127,28,17,7693,0.431,5,20,64.77,TX
AGT0077,16,8,9991,0.53,13,5,95.61,NC
AGT0055,301,15,6443,0.867,5,24,59.64,WA
AGT0195,220,29,6672,0.727,8,24,53.15,NC
AGT0166,43,4,8094,0.659,3,13,81.01,MI
AGT0115,20,25,1470,0.67,12,3,97.93,NC
AGT0076,109,0,18571,0.948,1,8,52.86,MI
AGT0071,245,25,6716,0.417,14,8,87.27,OH
AGT0079,451,10,12088,0.489,7,24,55.42,NY
AGT0119,415,8,16002,0.876,12,2,56.77,IL
AGT0001,229,23,4152,0.694,7,2,96.8,WA
AGT0132,150,4,4916,0.947,2,21,85.06,GA
AGT0116,392,3,13017,0.776,1,23,77.97,TX
AGT0029,469,14,19882,0.798,13,7,58.23,NY
AGT0051,164,28,8623,0.719,9,3,77.95,CA
AGT0056,253,9,18318,0.41,2,23,53.11,MI
AGT0185,64,16,1330,0.899,5,20,69.72,NY
AGT0187,73,11,15001,0.688,8,18,85.22,CA
AGT0157,445,22,19428,0.405,6,19,78.42,WA
AGT0137,120,26,15170,0.515,1,23,83.76,MI
AGT0191,90,29,3183,0.593,7,16,55.79,WA
AGT0147,166,8,1212,0.557,2,3,87.93,NY
AGT0078,181,7,8856,0.415,4,19,97.81,IL
AGT0072,109,27,11618,0.554,10,3,95.38,OH
AGT0133,353,17,13495,0.893,10,3,54.4,NC
AGT0082,291,9,18632,0.724,1,12,54.93,MI
AGT0091,299,10,12134,0.58,7,9,75.67,OH
AGT0195,492,5,6089,0.448,3,14,76.2,OH
AGT0182,464,2,1080,0.813,6,9,92.86,TX
AGT0122,148,10,18713,0.795,12,21,68.44,TX
AGT0065,493,23,12549,0.401,6,24,75.72,GA
AGT0089,342,19,13893,0.946,8,24,60.18,IL
AGT0066,81,0,14818,0.546,0,12,97.33,TX
AGT0084,166,1,16202,0.544,7,13,56.05,TX
AGT0074,121,26,17137,0.566,11,2,95.2,GA
AGT0090,401,23,17523,0.929,9,22,94.53,MI
AGT0100,323,23,4494,0.863,14,7,52.52,FL
AGT0129,391,25,6628,0.751,11,6,88.77,OH
AGT0178,81,19,1698,0.672,1,21,66.88,FL
AGT0106,262,10,3312,0.58,0,24,61.24,MI
AGT0042,275,17,18943,0.584,4,22,70.12,GA
AGT0038,343,19,9038,0.579,12,1,96.2,NY
AGT0131,192,25,13928,0.874,12,23,69.95,IL
AGT0200,40,15,11736,0.775,10,11,62.14,OH
AGT0062,445,1,9644,0.624,10,4,76.23,MI
AGT0018,218,18,4085,0.946,10,4,70.48,IL
AGT0017,459,22,14775,0.498,4,17,50.95,GA
AGT0055,212,28,15287,0.442,10,20,59.31,IL
AGT0191,136,5,3984,0.602,9,10,50.86,FL
AGT0157,237,25,7102,0.94,1,15,76.11,GA
AGT0158,56,0,19209,0.413,13,18,82.07,NC
AGT0067,283,21,17232,0.445,11,11,85.92,WA
AGT0191,495,9,13430,0.588,3,20,60.4,CA
AGT0082,135,3,19228,0.943,4,7,90.25,WA
AGT0081,83,9,17662,0.589,10,7,70.55,NC
AGT0188,77,16,12682,0.773,3,12,52.46,FL
AGT0152,94,5,11577,0.875,12,13,96.38,NY
AGT0058,202,16,13327,0.769,7,8,84.67,GA
AGT0131,133,21,16215,0.449,1,8,78.13,NY
AGT0071,359,26,19249,0.482,10,8,52.01,NY
AGT0124,177,16,7225,0.542,14,11,50.7,OH
AGT0028,187,18,6702,0.838,4,17,78.24,GA
AGT0009,82,27,3528,0.841,14,7,93.94,WA
AGT0193,290,1,1196,0.494,10,17,82.37,MI
AGT0015,167,22,7722,0.609,10,9,50.28,FL
AGT0081,355,29,5742,0.477,5,5,81.9,TX
AGT0040,20,24,18041,0.66,7,7,67.43,WA
AGT0003,324,27,10267,0.6,3,20,56.1,WA
AGT0150,402,27,14263,0.946,9,8,90.58,OH
AGT0057,358,17,4945,0.614,12,16,78.82,GA
AGT0160,139,24,9668,0.428,9,14,86.21,FL
AGT0110,351,10,16375,0.686,13,17,58.25,GA
AGT0130,410,3,5469,0.899,2,15,55.81,GA
AGT0134,268,2,8477,0.603,9,24,75.73,FL
AGT0039,326,5,12362,0.85,4,23,76.39,NC
AGT0092,409,21,4816,0.629,8,8,79.1,NY
AGT0156,245,12,12265,0.713,1,10,87.21,OH
AGT0047,83,24,12678,0.676,5,9,83.18,CA
AGT0023,486,9,11087,0.881,5,16,83.81,TX
AGT0083,170,23,4149,0.712,7,12,58.75,GA
AGT0179,199,26,15018,0.608,11,24,70.91,MI
AGT0065,310,9,16916,0.822,8,18,80.0,OH
AGT0077,97,15,5613,0.428,13,12,75.93,MI
AGT0026,179,16,3088,0.55,4,8,65.21,MI
AGT0146,292,26,10708,0.558,5,19,97.21,NC
AGT0068,369,11,4311,0.713,7,20,57.01,MI
AGT0034,78,11,6859,0.859,9,24,98.73,NC
AGT0021,415,23,13484,0.705,12,14,89.1,MI
AGT0063,145,27,4906,0.652,8,19,79.81,NY
AGT0041,457,0,7963,0.436,14,22,56.37,NY
AGT0100,454,2,7322,0.934,7,2,78.2,IL
AGT0086,358,28,14591,0.563,7,4,54.4,OH
AGT0100,447,13,16256,0.471,10,5,96.6,GA
AGT0074,88,16,17566,0.858,2,6,64.28,OH
AGT0020,238,27,3163,0.89,2,8,69.98,TX
AGT0156,79,11,15629,0.564,5,1,81.84,NY
AGT0110,244,13,6234,0.702,1,17,50.94,GA
AGT0037,295,25,17997,0.831,6,15,77.1,CA
AGT0016,287,21,11127,0.412,5,17,85.74,TX
AGT0188,47,20,18511,0.943,9,19,60.36,WA
AGT0185,51,10,8618,0.578,14,4,57.7,MI
AGT0038,499,21,7091,0.664,8,8,74.38,OH
AGT0085,134,24,16725,0.428,14,11,76.83,TX
AGT0117,252,27,7775,0.426,9,7,71.95,FL
AGT0088,294,18,15805,0.461,9,11,64.78,NC
AGT0168,88,26,1974,0.577,12,12,70.49,NC
AGT0116,167,24,13880,0.907,8,17,65.61,FL
AGT0054,304,21,18251,0.683,14,6,62.48,CA
AGT0157,114,16,6367,0.579,9,7,73.61,WA
AGT0175,398,13,19731,0.648,5,7,69.78,NC
AGT0014,327,19,1403,0.546,6,6,71.77,GA
AGT0171,494,26,3385,0.743,9,20,50.01,MI
AGT0141,287,15,6964,0.679,4,15,84.64,IL
AGT0184,402,20,6958,0.608,10,20,52.34,TX
AGT0183,170,17,12418,0.777,0,2,60.34,CA
AGT0010,350,19,17483,0.615,10,17,90.17,WA
AGT0088,469,20,2927,0.844,0,17,99.21,GA
AGT0015,412,1,15224,0.729,2,19,99.57,NC
AGT0003,391,3,16648,0.511,14,11,79.61,NY
AGT0184,230,1,12049,0.49,12,18,62.97,TX
AGT0050,302,23,19745,0.541,11,13,91.74,NC
AGT0013,300,26,2835,0.905,13,20,82.52,NC
AGT0189,112,10,15013,0.853,10,20,99.31,NC
AGT0082,138,2,8925,0.935,1,21,77.46,OH
AGT0024,327,0,8877,0.809,12,5,76.31,GA
AGT0051,322,13,12402,0.903,3,18,52.19,NY
AGT0003,346,19,16147,0.595,9,6,59.72,FL
AGT0136,305,9,10151,0.741,13,12,83.35,CA
AGT0188,294,18,6179,0.615,10,22,99.69,TX
AGT0079,264,4,6057,0.876,0,4,73.78,IL
AGT0173,322,21,19128,0.948,11,18,51.45,IL
AGT0069,187,9,8873,0.81,12,8,69.98,IL
AGT0093,89,29,7965,0.83,1,7,56.32,IL
AGT0043,341,23,11748,0.885,14,2,97.99,FL
AGT0002,174,13,14107,0.452,2,18,57.07,GA
AGT0033,381,28,1705,0.665,0,20,55.89,IL
AGT0117,446,29,1359,0.803,8,11,72.89,OH
AGT0020,201,5,11894,0.733,10,5,77.1,OH
AGT0164,77,17,12983,0.697,1,15,85.86,IL
AGT0184,10,19,10333,0.612,2,24,68.4,OH
AGT0058,298,10,6624,0.521,9,19,94.85,IL
AGT0055,442,29,15879,0.907,1,19,79.93,NY
AGT0035,449,20,2940,0.804,12,2,52.36,OH
AGT0082,450,22,13158,0.737,4,22,51.71,GA
AGT0181,16,5,9237,0.447,12,15,73.44,MI
AGT0079,36,27,7967,0.461,11,16,71.97,CA
AGT0154,483,28,3011,0.638,4,9,72.62,TX
AGT0065,340,27,13726,0.469,11,22,52.86,TX
AGT0090,442,13,4516,0.482,3,13,52.66,CA
AGT0099,490,28,11263,0.445,7,6,53.04,MI
AGT0182,360,0,18007,0.562,14,9,86.7,FL
AGT0100,206,6,15098,0.406,13,6,80.07,FL
AGT0122,357,19,2205,0.803,13,23,56.82,NY
AGT0171,317,23,19663,0.73,2,20,71.55,MI
AGT0189,435,3,12874,0.679,4,15,97.15,GA
AGT0179,432,8,16793,0.943,1,19,53.46,TX
AGT0021,93,2,2145,0.665,13,21,59.46,MI
AGT0023,441,3,18379,0.878,11,9,69.48,WA
AGT0088,352,0,14642,0.504,13,7,61.8,NC
AGT0071,370,29,17799,0.546,1,22,57.93,IL
AGT0136,178,26,19579,0.581,5,9,98.67,WA
AGT0087,248,18,16991,0.945,10,1,88.32,CA
AGT0082,439,1,9161,0.899,5,19,86.46,CA
AGT0019,77,21,16931,0.647,4,6,96.62,NC
AGT0070,271,16,19394,0.864,13,6,59.35,TX
AGT0115,483,23,18248,0.528,8,17,94.49,CA
AGT0140,385,14,13188,0.726,11,24,99.13,CA
AGT0034,82,0,19204,0.489,11,3,79.32,IL
AGT0122,91,27,12313,0.716,9,16,95.16,GA
AGT0115,256,26,9447,0.522,11,8,90.81,IL
AGT0057,128,27,4252,0.722,14,22,65.89,IL
AGT0178,441,19,9845,0.636,7,22,66.62,TX
AGT0089,420,27,19094,0.707,12,3,83.79,NY
AGT0053,477,2,3259,0.489,1,2,77.61,WA
AGT0142,203,12,17369,0.679,1,10,69.25,NY
AGT0038,149,9,13212,0.574,5,2,52.35,NY
AGT0126,268,14,3503,0.479,7,9,51.15,MI
AGT0137,66,1,5292,0.675,4,5,54.9,CA
AGT0091,365,24,1544,0.476,13,24,70.21,CA
AGT0041,436,8,15069,0.635,0,18,51.37,MI
AGT0053,93,3,7822,0.578,1,4,57.41,NY
AGT0045,106,5,4532,0.699,9,15,98.4,FL
AGT0023,158,3,4029,0.666,1,18,72.53,IL
AGT0200,402,20,10590,0.474,2,20,96.66,CA
AGT0169,169,27,7386,0.553,12,16,59.5,IL
AGT0105,367,2,18197,0.706,12,15,67.93,CA
AGT0165,459,0,19210,0.859,11,21,83.56,GA
AGT0132,224,26,4804,0.433,5,7,99.49,MI
AGT0123,77,11,17376,0.45,2,24,84.99,GA
AGT0144,458,3,2147,0.838,4,6,95.11,TX
AGT0115,191,5,9362,0.587,2,20,52.46,MI
AGT0113,303,20,11978,0.541,3,24,65.19,GA
AGT0028,480,2,6240,0.526,12,7,94.14,MI
AGT0123,449,12,13337,0.934,3,16,76.16,WA
AGT0090,419,29,11978,0.681,3,21,58.49,NY
AGT0050,183,12,18748,0.488,3,8,58.49,WA
AGT0097,338,4,18812,0.623,2,13,87.93,MI
AGT0167,173,22,16520,0.543,12,20,57.9,OH
AGT0093,278,12,16022,0.493,13,16,74.88,GA
AGT0096,175,11,7413,0.938,3,20,59.06,IL
AGT0049,420,7,17487,0.645,12,7,60.41,MI
AGT0162,378,22,7878,0.78,4,13,69.86,CA
AGT0025,473,14,15461,0.894,6,20,55.9,IL
AGT0168,140,14,10228,0.513,14,6,82.97,TX
AGT0187,462,23,10569,0.47,9,11,58.31,CA
AGT0036,131,10,16381,0.543,12,13,87.6,WA
AGT0112,323,19,3688,0.792,6,20,76.07,GA
AGT0118,95,5,17172,0.61,9,19,67.32,IL
AGT0173,366,17,16553,0.669,4,11,80.71,WA
AGT0066,389,12,9954,0.411,11,23,70.38,CA
AGT0135,389,15,13368,0.402,14,15,54.12,WA
AGT0020,145,10,6030,0.624,2,15,65.46,IL
AGT0165,406,3,15680,0.483,8,3,76.23,TX
AGT0152,87,27,3262,0.835,4,6,55.21,FL
AGT0044,369,12,14946,0.923,9,3,86.62,IL
AGT0026,240,22,13886,0.909,6,1,67.82,MI
AGT0022,98,27,5676,0.656,6,23,60.24,MI
AGT0166,487,13,16481,0.558,5,7,50.4,TX
AGT0123,382,24,6427,0.666,7,18,54.25,IL
AGT0075,81,13,11301,0.457,3,13,61.86,IL
AGT0110,201,1,17271,0.919,4,5,68.35,OH
AGT0112,371,26,2127,0.769,1,20,57.67,OH
AGT0020,107,25,8738,0.558,6,15,77.25,WA
AGT0088,241,16,12913,0.818,9,19,59.72,FL
AGT0123,60,24,4376,0.535,9,19,97.73,IL
AGT0122,21,20,10759,0.813,3,20,78.24,FL
AGT0037,127,24,13211,0.621,12,15,89.83,TX
AGT0186,358,1,17558,0.875,6,4,71.09,NY
AGT0022,258,24,6668,0.944,12,11,60.24,CA
AGT0173,161,6,16806,0.576,12,18,72.48,NC
AGT0198,130,29,13210,0.703,0,21,70.62,IL
AGT0151,403,28,10684,0.531,0,13,81.18,IL
AGT0112,336,1,12211,0.84,8,2,95.53,OH
AGT0039,433,19,19778,0.671,12,24,61.86,OH
AGT0066,482,11,13599,0.941,5,16,54.83,WA
AGT0110,320,7,9183,0.888,9,14,85.76,OH
AGT0020,31,29,19875,0.55,9,12,50.02,NC
AGT0142,469,12,14150,0.466,11,11,89.73,MI
AGT0184,74,16,6268,0.741,13,16,86.39,CA
AGT0149,357,9,12604,0.575,8,16,91.29,MI
AGT0189,131,20,19537,0.54,11,7,54.53,MI
AGT0095,385,7,14282,0.7,9,10,60.19,GA
AGT0052,404,10,15505,0.696,4,4,77.58,CA
AGT0004,398,21,13573,0.696,8,8,66.36,CA
AGT0088,142,6,17252,0.562,11,24,92.29,CA
AGT0024,324,23,2544,0.485,13,7,72.92,NC
AGT0130,103,29,16247,0.501,1,21,71.47,OH
AGT0161,444,21,18118,0.796,5,11,59.24,NY
AGT0023,84,10,1436,0.657,1,22,78.1,OH
AGT0104,422,5,15974,0.658,2,14,67.3,IL
AGT0108,83,16,10570,0.937,3,19,72.53,NY
AGT0063,151,13,8325,0.905,13,10,63.56,NC
AGT0044,362,7,3009,0.436,5,2,80.44,IL
AGT0143,479,11,7051,0.839,13,9,91.9,OH
AGT0046,356,29,13796,0.536,7,16,51.03,WA
AGT0007,178,5,10765,0.797,0,6,61.55,WA
AGT0121,162,7,2133,0.495,5,10,83.87,GA
AGT0014,318,10,6818,0.48,10,2,85.33,WA
AGT0063,230,27,1630,0.917,9,9,64.71,NY
AGT0018,111,10,7903,0.707,5,3,64.31,NY
AGT0111,317,8,18227,0.592,1,6,87.34,WA
AGT0044,222,8,15400,0.89,11,10,77.92,MI
AGT0053,487,28,18424,0.559,7,5,69.45,TX
AGT0080,24,10,4163,0.435,11,2,52.77,CA
AGT0098,374,11,12851,0.617,4,4,82.65,TX
AGT0144,401,10,6724,0.789,2,16,64.65,NC
AGT0187,403,26,9738,0.764,5,3,78.85,FL
AGT0121,353,21,19390,0.661,3,1,86.12,WA
AGT0097,489,17,16741,0.681,7,18,73.16,FL
AGT0117,161,6,14239,0.691,7,12,62.66,TX
AGT0101,196,3,19320,0.606,1,23,60.71,CA
AGT0002,467,2,10478,0.446,7,10,85.25,WA
AGT0099,43,8,2031,0.487,5,10,94.58,NY
AGT0149,415,23,18334,0.798,7,2,99.0,MI
AGT0172,375,22,2967,0.846,11,3,90.16,OH
AGT0019,298,23,6064,0.618,6,21,80.14,TX
AGT0137,69,20,18196,0.581,4,6,93.22,FL
AGT0023,309,15,17853,0.734,13,2,69.48,CA
AGT0007,224,10,2888,0.412,11,18,94.11,TX
AGT0010,52,21,17265,0.713,14,24,71.51,MI
AGT0024,371,5,14569,0.658,3,9,79.77,GA
AGT0017,408,2,3046,0.643,9,10,58.5,TX
AGT0116,283,24,11516,0.401,11,16,74.86,IL
AGT0185,89,14,6034,0.919,13,3,67.07,FL
AGT0153,189,18,10911,0.495,2,5,68.33,GA
AGT0147,274,28,4515,0.462,3,21,79.91,TX
AGT0024,262,20,2855,0.612,14,19,94.09,FL
AGT0188,299,22,13361,0.828,8,4,91.3,GA
AGT0101,130,14,14845,0.821,2,16,67.45,NC
AGT0007,400,9,4632,0.681,2,23,86.69,WA
AGT0129,46,10,12438,0.702,14,6,77.38,WA
AGT0141,493,27,10345,0.65,13,6,67.41,NC
AGT0081,212,11,18647,0.414,3,23,95.4,FL
AGT0144,416,28,11750,0.553,8,24,58.06,MI
AGT0139,38,0,10138,0.614,10,13,90.26,GA
AGT0117,337,8,1157,0.705,6,12,60.61,WA
AGT0069,490,28,18335,0.762,4,6,94.62,NC
AGT0200,480,17,13568,0.943,10,2,86.07,MI
AGT0125,229,10,4493,0.679,1,14,73.25,OH
AGT0093,193,5,1112,0.77,3,4,53.87,MI
AGT0154,442,14,4873,0.928,0,10,59.01,FL
AGT0049,322,28,10570,0.553,13,23,58.25,CA
AGT0192,476,10,19030,0.65,2,23,88.08,FL
AGT0148,124,14,12784,0.797,13,12,81.1,OH
AGT0128,230,10,2888,0.711,6,8,60.88,GA
AGT0054,163,25,4654,0.891,1,24,68.38,IL
AGT0071,215,20,5494,0.711,8,22,65.47,IL
AGT0190,437,18,2439,0.907,4,15,82.62,TX
AGT0145,447,20,3685,0.482,7,18,66.52,MI
AGT0023,301,12,2738,0.842,14,11,88.43,FL
AGT0161,26,24,14484,0.517,9,17,84.75,CA
AGT0024,226,18,13982,0.427,0,14,62.13,TX
AGT0083,248,2,15824,0.461,1,5,66.19,CA
AGT0084,359,11,4474,0.719,11,2,77.47,WA
AGT0073,141,26,18128,0.56,10,3,95.39,NY
AGT0100,293,7,8099,0.479,7,20,55.57,NC
AGT0031,378,28,3789,0.746,11,21,67.93,IL
AGT0133,289,24,3998,0.668,3,13,79.96,WA
AGT0136,419,29,7113,0.609,3,14,66.23,GA
AGT0171,133,23,2669,0.695,6,23,64.48,FL
AGT0089,313,3,7026,0.874,11,24,71.6,TX
AGT0107,233,5,13556,0.799,14,18,59.63,TX
AGT0027,209,14,19495,0.672,3,13,80.17,OH
AGT0070,217,10,1096,0.852,9,11,93.92,CA
AGT0113,281,28,12075,0.874,6,15,95.54,MI
AGT0084,261,25,5456,0.607,13,18,73.57,FL
AGT0198,291,22,7412,0.482,12,24,64.67,WA
AGT0056,480,28,13235,0.463,2,16,69.12,TX
AGT0011,321,1,6675,0.751,10,18,61.42,MI
AGT0174,277,21,9331,0.915,0,1,79.93,MI
AGT0104,461,26,7061,0.421,7,9,56.74,OH
AGT0015,126,29,7877,0.673,4,7,65.91,IL
AGT0188,132,25,14531,0.507,5,20,58.53,MI
AGT0042,67,24,6556,0.692,4,7,60.26,MI
AGT0192,108,23,11436,0.871,8,8,83.57,OH
