POLICY_NUMBER,CUSTOMER_ID,AGENT_ID,INSURANCE_TYPE,POLICY_EFF_DT,PREMIUM_AMOUNT,RISK_SEGMENTATION,CLAIM_STATUS,STATE,IS_FRAUD
POL000961,CUST00961,AGT0152,Life,2019-10-03,2217,Low,Approved,IL,0
POL000962,CUST00962,AGT0006,Life,2019-07-11,2773,Low,Approved,MI,0
POL000963,CUST00963,AGT0018,Auto,2017-05-14,4935,Medium,Under Investigation,WA,1
POL000964,CUST00964,AGT0001,Home,2023-03-31,1556,Medium,Rejected,GA,1
POL000965,CUST00965,AGT0080,Travel,2015-03-18,4751,Low,Approved,MI,0
POL000966,CUST00966,AGT0071,Travel,2019-12-13,975,Low,Approved,CA,0
POL000967,CUST00967,AGT0187,Life,2016-07-08,1516,Medium,Approved,NC,0
POL000968,CUST00968,AGT0074,Life,2021-12-01,2022,Low,Under Investigation,MI,0
POL000969,CUST00969,AGT0007,Auto,2018-05-28,666,High,Rejected,NC,0
POL000970,CUST00970,AGT0177,Travel,2017-08-22,4170,Medium,Approved,OH,0
POL000971,CUST00971,AGT0053,Life,2015-07-10,4349,High,Approved,MI,0
POL000972,CUST00972,AGT0183,Travel,2022-02-10,2225,Low,Under Investigation,GA,1
POL000973,CUST00973,AGT0155,Travel,2018-07-26,4263,Medium,Under Investigation,MI,1
POL000974,CUST00974,AGT0177,Health,2017-05-18,3976,Low,Approved,TX,0
POL000975,CUST00975,AGT0164,Auto,2022-08-06,4106,Low,Rejected,GA,0
POL000976,CUST00976,AGT0029,Life,2015-03-06,4112,Low,Approved,IL,0
POL000977,CUST00977,AGT0126,Home,2019-03-21,3080,Low,Approved,MI,0
POL000978,CUST00978,AGT0083,Auto,2016-06-12,998,High,Approved,MI,0
POL000979,CUST00979,AGT0126,Health,2016-02-22,4655,Medium,Approved,MI,0
POL000980,CUST00980,AGT0150,Travel,2015-03-13,3238,Medium,Approved,FL,0
POL000981,CUST00981,AGT0101,Health,2016-09-06,4555,Medium,Approved,IL,0
POL000982,CUST00982,AGT0063,Health,2023-07-10,4815,Medium,Approved,CA,0
POL000983,CUST00983,AGT0184,Life,2019-01-03,1342,Medium,Approved,WA,0
POL000984,CUST00984,AGT0133,Life,2023-12-30,2309,Medium,Approved,FL,0
POL000985,CUST00985,AGT0178,Health,2017-05-28,1366,Medium,Rejected,GA,0
POL000986,CUST00986,AGT0048,Travel,2021-11-09,729,Medium,Approved,IL,0
POL000987,CUST00987,AGT0168,Home,2015-10-22,4848,Low,Approved,WA,0
POL000988,CUST00988,AGT0065,Auto,2015-12-22,4654,High,Under Investigation,MI,1
POL000989,CUST00989,AGT0093,Health,2015-02-23,4692,Low,Approved,NC,0
POL000990,CUST00990,AGT0173,Travel,2023-02-01,4476,Low,Under Investigation,GA,0
POL000991,CUST00991,AGT0071,Auto,2021-01-15,3419,High,Rejected,TX,0
POL000992,CUST00992,AGT0051,Auto,2021-09-10,2849,Low,Rejected,WA,0
POL000993,CUST00993,AGT0184,Life,2023-05-06,4961,Low,Approved,CA,0
POL000994,CUST00994,AGT0193,Home,2017-12-27,2985,Low,Approved,IL,0
POL000995,CUST00995,AGT0063,Health,2021-07-02,3390,Low,Rejected,NY,0
POL000996,CUST00996,AGT0062,Home,2019-07-09,1452,High,Rejected,NY,0
POL000997,CUST00997,AGT0046,Auto,2019-11-19,3860,Medium,Approved,WA,0
POL000998,CUST00998,AGT0005,Health,2020-12-14,4187,Low,Rejected,FL,1
POL000999,CUST00999,AGT0111,Health,2019-03-25,3553,High,Approved,OH,0
POL001000,CUST01000,AGT0051,Home,2015-03-21,2743,Medium,Under Investigation,FL,0
POL001001,CUST01001,AGT0170,Life,2015-09-04,1390,High,Rejected,WA,1
POL001002,CUST01002,AGT0035,Travel,2019-07-07,652,Low,Approved,NC,0
POL001003,CUST01003,AGT0128,Auto,2020-02-16,3322,Low,Under Investigation,IL,1
POL001004,CUST01004,AGT0102,Health,2021-08-03,3573,Low,Under Investigation,CA,0
POL001005,CUST01005,AGT0123,Health,2020-02-24,3976,Low,Rejected,TX,0
POL001006,CUST01006,AGT0023,Home,2016-09-10,4777,Medium,Approved,FL,0
POL001007,CUST01007,AGT0094,Home,2018-04-20,2738,Low,Rejected,IL,0
POL001008,CUST01008,AGT0126,Travel,2018-12-29,4231,Medium,Rejected,MI,0
POL001009,CUST01009,AGT0069,Travel,2023-11-08,3723,Medium,Approved,TX,0
POL001010,CUST01010,AGT0175,Life,2019-10-16,1747,Low,Under Investigation,OH,0
POL001011,CUST01011,AGT0106,Auto,2020-09-17,4303,Low,Approved,NY,0
POL001012,CUST01012,AGT0073,Auto,2021-08-14,739,Medium,Under Investigation,CA,0
POL001013,CUST01013,AGT0007,Travel,2018-04-05,3195,High,Rejected,GA,0
POL001014,CUST01014,AGT0034,Travel,2023-09-05,4731,Low,Approved,NC,0
POL001015,CUST01015,AGT0096,Health,2021-01-26,3465,High,Under Investigation,WA,0
POL001016,CUST01016,AGT0081,Auto,2022-08-19,4716,Medium,Approved,OH,0
POL001017,CUST01017,AGT0175,Life,2021-09-27,752,Medium,Approved,NY,0
POL001018,CUST01018,AGT0158,Home,2020-08-04,2895,Low,Approved,MI,0
POL001019,CUST01019,AGT0032,Travel,2015-04-12,4012,Medium,Approved,FL,1
POL001020,CUST01020,AGT0119,Home,2020-04-01,3390,Medium,Rejected,GA,0
POL001021,CUST01021,AGT0091,Life,2016-03-01,4462,Low,Approved,WA,0
POL001022,CUST01022,AGT0021,Life,2020-06-05,2581,High,Under Investigation,CA,0
POL001023,CUST01023,AGT0134,Auto,2021-04-23,3571,High,Under Investigation,WA,0
POL001024,CUST01024,AGT0108,Auto,2019-11-27,2388,Low,Rejected,FL,0
POL001025,CUST01025,AGT0018,Life,2017-10-10,4424,Medium,Approved,IL,0
POL001026,CUST01026,AGT0094,Auto,2015-07-15,1037,Medium,Rejected,FL,0
POL001027,CUST01027,AGT0147,Health,2021-01-14,1643,Medium,Approved,TX,0
POL001028,CUST01028,AGT0066,Life,2021-04-13,935,Medium,Rejected,NC,0
POL001029,CUST01029,AGT0072,Health,2019-04-20,3659,Low,Approved,IL,0
POL001030,CUST01030,AGT0023,Auto,2021-06-11,1547,Low,Under Investigation,OH,0
POL001031,CUST01031,AGT0041,Auto,2022-01-04,1927,Low,Approved,IL,0
POL001032,CUST01032,AGT0197,Home,2019-08-12,4264,High,Approved,NC,0
POL001033,CUST01033,AGT0125,Life,2015-06-06,2120,Low,Under Investigation,WA,0
POL001034,CUST01034,AGT0036,Life,2022-10-31,1156,High,Approved,OH,0
POL001035,CUST01035,AGT0097,Travel,2019-03-14,594,Low,Under Investigation,TX,0
POL001036,CUST01036,AGT0039,Life,2021-01-18,1520,Low,Under Investigation,NY,0
POL001037,CUST01037,AGT0089,Life,2023-03-13,4616,High,Approved,IL,0
POL001038,CUST01038,AGT0030,Health,2018-04-06,2968,Medium,Approved,TX,0
POL001039,CUST01039,AGT0124,Health,2020-08-05,4976,Low,Approved,FL,0
POL001040,CUST01040,AGT0115,Health,2015-03-06,1468,Low,Rejected,FL,1
POL001041,CUST01041,AGT0127,Auto,2022-12-18,2081,Low,Under Investigation,WA,1
POL001042,CUST01042,AGT0089,Travel,2015-07-14,1234,Low,Approved,IL,0
POL001043,CUST01043,AGT0058,Health,2019-11-14,2292,Low,Rejected,MI,0
POL001044,CUST01044,AGT0050,Home,2018-03-02,3034,Medium,Approved,OH,0
POL001045,CUST01045,AGT0044,Health,2015-04-28,4136,Low,Rejected,OH,1
POL001046,CUST01046,AGT0086,Auto,2019-02-27,2156,Low,Rejected,WA,0
POL001047,CUST01047,AGT0091,Travel,2023-06-02,3971,Low,Under Investigation,GA,0
POL001048,CUST01048,AGT0135,Health,2016-07-02,3317,Low,Approved,FL,0
POL001049,CUST01049,AGT0011,Auto,2017-08-18,1813,High,Approved,FL,0
POL001050,CUST01050,AGT0057,Health,2016-09-14,4604,Low,Approved,GA,0
POL001051,CUST01051,AGT0171,Auto,2016-02-15,2454,Low,Approved,CA,0
POL001052,CUST01052,AGT0184,Travel,2017-01-26,1179,Medium,Approved,TX,1
POL001053,CUST01053,AGT0187,Auto,2020-02-23,4832,High,Under Investigation,CA,0
POL001054,CUST01054,AGT0062,Health,2022-01-08,4610,Medium,Approved,NC,1
POL001055,CUST01055,AGT0028,Health,2021-03-18,722,Medium,Approved,IL,0
POL001056,CUST01056,AGT0040,Auto,2021-12-09,4561,High,Rejected,CA,0
POL001057,CUST01057,AGT0027,Auto,2021-06-09,4763,Medium,Approved,NC,0
POL001058,CUST01058,AGT0191,Home,2018-06-12,4230,High,Approved,GA,0
POL001059,CUST01059,AGT0177,Health,2023-02-06,1647,Low,Under Investigation,NC,0
POL001060,CUST01060,AGT0163,Auto,2016-07-20,3340,Medium,Approved,TX,0
POL001061,CUST01061,AGT0146,Health,2021-04-18,2922,High,Approved,MI,0
POL001062,CUST01062,AGT0069,Health,2015-12-31,3290,High,Approved,TX,0
POL001063,CUST01063,AGT0096,Home,2021-11-20,3273,Low,Approved,OH,0
POL001064,CUST01064,AGT0169,Travel,2015-10-14,3376,Medium,Approved,OH,0
POL001065,CUST01065,AGT0163,Health,2016-12-11,2813,Low,Approved,FL,0
POL001066,CUST01066,AGT0104,Life,2018-07-09,3607,Medium,Approved,NY,0
POL001067,CUST01067,AGT0168,Life,2021-04-01,2869,Low,Under Investigation,CA,0
POL001068,CUST01068,AGT0070,Auto,2015-05-30,574,Medium,Approved,IL,0
POL001069,CUST01069,AGT0083,Home,2017-04-25,658,Medium,Approved,GA,1
POL001070,CUST01070,AGT0168,Home,2018-01-01,4811,Low,Approved,NY,0
POL001071,CUST01071,AGT0076,Home,2021-07-30,4591,Low,Under Investigation,OH,0
POL001072,CUST01072,AGT0151,Auto,2023-08-26,3135,Low,Approved,WA,0
POL001073,CUST01073,AGT0091,Home,2020-07-11,1285,Medium,Under Investigation,FL,0
POL001074,CUST01074,AGT0060,Auto,2019-07-26,4016,Medium,Approved,FL,0
POL001075,CUST01075,AGT0044,Travel,2018-01-10,1144,Medium,Under Investigation,TX,0
POL001076,CUST01076,AGT0122,Home,2022-05-27,2197,Low,Approved,OH,0
POL001077,CUST01077,AGT0096,Auto,2015-12-19,1984,Medium,Approved,FL,0
POL001078,CUST01078,AGT0074,Home,2016-02-29,555,Medium,Approved,MI,0
POL001079,CUST01079,AGT0149,Travel,2016-10-23,4131,Low,Approved,FL,0
POL001080,CUST01080,AGT0001,Life,2017-05-30,2793,Low,Rejected,GA,0
POL001081,CUST01081,AGT0019,Health,2019-02-25,1923,Low,Rejected,TX,0
POL001082,CUST01082,AGT0193,Travel,2023-07-08,2782,Low,Rejected,NY,0
POL001083,CUST01083,AGT0133,Auto,2020-11-07,500,Low,Approved,TX,0
POL001084,CUST01084,AGT0110,Health,2018-06-14,2466,Low,Rejected,OH,0
POL001085,CUST01085,AGT0003,Auto,2016-11-26,2838,Low,Approved,CA,0
POL001086,CUST01086,AGT0120,Travel,2020-10-31,2028,Low,Under Investigation,CA,0
POL001087,CUST01087,AGT0087,Life,2017-04-11,4236,Low,Rejected,OH,0
POL001088,CUST01088,AGT0120,Home,2023-10-13,1624,Medium,Approved,OH,0
POL001089,CUST01089,AGT0009,Life,2019-04-19,1120,Medium,Under Investigation,NY,0
POL001090,CUST01090,AGT0111,Health,2019-12-15,2873,Low,Approved,IL,0
POL001091,CUST01091,AGT0116,Auto,2023-02-16,4492,Medium,Approved,IL,0
POL001092,CUST01092,AGT0059,Travel,2017-09-30,2188,Medium,Approved,NC,0
POL001093,CUST01093,AGT0011,Travel,2019-03-31,709,Low,Rejected,IL,0
POL001094,CUST01094,AGT0195,Auto,2019-10-14,4864,Low,Approved,MI,0
POL001095,CUST01095,AGT0142,Auto,2017-06-09,2499,Low,Approved,FL,0
POL001096,CUST01096,AGT0125,Home,2015-06-29,1278,Medium,Rejected,TX,0
POL001097,CUST01097,AGT0154,Auto,2017-07-21,3270,Low,Approved,IL,0
POL001098,CUST01098,AGT0135,Life,2016-01-05,1938,Low,Rejected,CA,0
POL001099,CUST01099,AGT0027,Travel,2021-01-29,4720,Medium,Approved,GA,0
POL001100,CUST01100,AGT0091,Health,2015-01-24,1822,High,Approved,NY,0
POL001101,CUST01101,AGT0178,Health,2017-11-05,2975,Low,Under Investigation,NY,1
POL001102,CUST01102,AGT0058,Travel,2022-12-15,2944,Medium,Approved,OH,0
POL001103,CUST01103,AGT0195,Health,2020-02-12,1590,Low,Rejected,CA,0
POL001104,CUST01104,AGT0013,Health,2021-01-14,2746,Medium,Rejected,NY,0
POL001105,CUST01105,AGT0067,Auto,2021-01-05,990,Medium,Under Investigation,WA,1
POL001106,CUST01106,AGT0071,Travel,2017-09-07,3396,Medium,Approved,GA,0
POL001107,CUST01107,AGT0124,Travel,2020-09-08,3912,Low,Rejected,OH,1
POL001108,CUST01108,AGT0036,Auto,2016-12-27,4775,Low,Approved,OH,0
POL001109,CUST01109,AGT0046,Travel,2020-09-19,1966,Medium,Approved,IL,0
POL001110,CUST01110,AGT0133,Auto,2021-02-22,1783,Low,Approved,WA,0
POL001111,CUST01111,AGT0057,Auto,2022-11-19,2969,High,Approved,WA,0
POL001112,CUST01112,AGT0176,Health,2023-04-10,3617,Low,Approved,IL,0
POL001113,CUST01113,AGT0175,Home,2015-03-20,4966,Low,Approved,WA,0
POL001114,CUST01114,AGT0061,Travel,2017-09-09,612,Low,Approved,CA,0
POL001115,CUST01115,AGT0112,Life,2019-12-03,1572,Low,Rejected,NY,0
POL001116,CUST01116,AGT0067,Auto,2017-11-22,1680,Medium,Approved,NY,1
POL001117,CUST01117,AGT0069,Home,2020-07-25,1649,Low,Approved,GA,1
POL001118,CUST01118,AGT0135,Travel,2022-09-08,2586,Medium,Approved,GA,0
POL001119,CUST01119,AGT0059,Life,2017-04-27,4428,Medium,Approved,IL,0
POL001120,CUST01120,AGT0030,Health,2023-01-14,639,High,Rejected,FL,0
POL001121,CUST01121,AGT0052,Auto,2022-12-08,4171,Medium,Under Investigation,OH,0
POL001122,CUST01122,AGT0186,Home,2023-03-23,3279,High,Approved,FL,1
POL001123,CUST01123,AGT0052,Home,2015-08-30,3268,High,Rejected,IL,0
POL001124,CUST01124,AGT0073,Health,2017-08-21,3552,Low,Approved,NY,0
POL001125,CUST01125,AGT0126,Auto,2016-02-12,1019,High,Under Investigation,MI,0
POL001126,CUST01126,AGT0021,Auto,2016-01-31,3860,High,Approved,NC,0
POL001127,CUST01127,AGT0054,Home,2015-06-24,1616,Low,Approved,TX,0
POL001128,CUST01128,AGT0035,Travel,2018-12-16,2824,Medium,Approved,WA,0
POL001129,CUST01129,AGT0185,Home,2015-10-14,3545,Low,Approved,GA,0
POL001130,CUST01130,AGT0187,Home,2017-08-29,3217,Medium,Rejected,NY,0
POL001131,CUST01131,AGT0152,Travel,2023-10-30,1954,Low,Approved,OH,0
POL001132,CUST01132,AGT0050,Life,2022-12-14,2282,Medium,Approved,TX,0
POL001133,CUST01133,AGT0124,Life,2023-06-07,2644,Low,Approved,CA,1
POL001134,CUST01134,AGT0133,Home,2015-05-01,685,Medium,Under Investigation,IL,0
POL001135,CUST01135,AGT0174,Life,2020-12-11,3767,Low,Rejected,NC,0
POL001136,CUST01136,AGT0032,Home,2020-09-13,949,Medium,Under Investigation,NY,0
POL001137,CUST01137,AGT0148,Life,2016-03-12,2563,Low,Under Investigation,NY,0
POL001138,CUST01138,AGT0039,Life,2023-02-25,3447,Medium,Under Investigation,WA,0
POL001139,CUST01139,AGT0114,Life,2018-08-21,861,Low,Approved,WA,1
POL001140,CUST01140,AGT0176,Travel,2023-10-15,4979,Low,Approved,IL,0
POL001141,CUST01141,AGT0013,Health,2016-01-10,2197,Low,Approved,CA,0
POL001142,CUST01142,AGT0030,Life,2020-11-06,571,High,Approved,GA,0
POL001143,CUST01143,AGT0163,Auto,2016-03-05,3463,Low,Rejected,NC,0
POL001144,CUST01144,AGT0004,Home,2023-07-19,3009,Medium,Approved,WA,0
POL001145,CUST01145,AGT0138,Travel,2020-06-19,3381,Low,Approved,WA,0
POL001146,CUST01146,AGT0101,Life,2015-09-06,3879,Medium,Rejected,GA,0
POL001147,CUST01147,AGT0070,Health,2016-12-06,2640,Low,Approved,TX,0
POL001148,CUST01148,AGT0173,Life,2018-03-26,4220,Low,Approved,FL,0
POL001149,CUST01149,AGT0170,Health,2015-02-12,2165,Low,Approved,NC,0
POL001150,CUST01150,AGT0066,Home,2015-01-29,2953,Low,Rejected,GA,0
POL001151,CUST01151,AGT0001,Health,2023-04-30,1213,Low,Approved,IL,1
POL001152,CUST01152,AGT0026,Life,2023-10-30,3289,Low,Approved,IL,0
POL001153,CUST01153,AGT0022,Auto,2019-10-28,1677,Medium,Approved,NC,1
POL001154,CUST01154,AGT0197,Home,2023-02-14,3635,High,Rejected,IL,0
POL001155,CUST01155,AGT0120,Travel,2020-11-23,4104,Low,Approved,TX,0
POL001156,CUST01156,AGT0136,Life,2015-04-03,4365,High,Approved,WA,1
POL001157,CUST01157,AGT0047,Home,2021-06-05,4680,Low,Under Investigation,NY,1
POL001158,CUST01158,AGT0171,Travel,2015-03-01,1050,Low,Under Investigation,FL,1
POL001159,CUST01159,AGT0145,Auto,2022-05-07,1120,Low,Approved,CA,0
POL001160,CUST01160,AGT0151,Travel,2018-04-20,4667,Low,Approved,IL,0
POL001161,CUST01161,AGT0094,Health,2016-04-09,2213,Low,Approved,WA,1
POL001162,CUST01162,AGT0140,Travel,2017-04-29,617,High,Rejected,TX,0
POL001163,CUST01163,AGT0109,Travel,2021-02-23,1791,Medium,Approved,FL,0
POL001164,CUST01164,AGT0077,Life,2022-08-15,4262,Medium,Under Investigation,TX,0
POL001165,CUST01165,AGT0119,Life,2020-02-19,2097,Low,Rejected,CA,1
POL001166,CUST01166,AGT0065,Life,2016-06-11,845,Low,Approved,GA,0
POL001167,CUST01167,AGT0191,Health,2023-02-05,3749,Medium,Approved,FL,0
POL001168,CUST01168,AGT0144,Auto,2022-02-11,1375,Low,Under Investigation,NC,0
POL001169,CUST01169,AGT0148,Health,2018-09-08,2087,Low,Rejected,IL,0
POL001170,CUST01170,AGT0144,Home,2019-12-27,517,Low,Rejected,GA,1
POL001171,CUST01171,AGT0090,Life,2023-09-03,3208,Low,Approved,CA,0
POL001172,CUST01172,AGT0191,Health,2018-05-25,2503,Medium,Rejected,NY,0
POL001173,CUST01173,AGT0042,Home,2015-03-26,4401,Low,Rejected,IL,0
POL001174,CUST01174,AGT0114,Auto,2016-04-23,2004,Low,Under Investigation,CA,0
POL001175,CUST01175,AGT0014,Auto,2020-05-26,1420,High,Approved,IL,0
POL001176,CUST01176,AGT0059,Travel,2023-12-23,1246,High,Approved,IL,0
POL001177,CUST01177,AGT0115,Travel,2021-08-28,1400,Low,Approved,IL,0
POL001178,CUST01178,AGT0098,Travel,2020-07-23,2529,Low,Rejected,OH,0
POL001179,CUST01179,AGT0189,Health,2017-11-27,892,Medium,Under Investigation,NC,0
POL001180,CUST01180,AGT0123,Home,2018-12-14,2310,Low,Approved,NC,0
POL001181,CUST01181,AGT0083,Life,2015-05-07,4346,Low,Approved,CA,0
POL001182,CUST01182,AGT0086,Health,2018-05-04,3954,Low,Approved,GA,1
POL001183,CUST01183,AGT0123,Life,2020-08-10,3367,Low,Rejected,WA,1
POL001184,CUST01184,AGT0159,Life,2023-02-24,4519,High,Under Investigation,MI,0
POL001185,CUST01185,AGT0056,Home,2023-04-20,4010,Medium,Approved,NY,0
POL001186,CUST01186,AGT0117,Home,2022-05-22,3436,High,Approved,NC,0
POL001187,CUST01187,AGT0115,Health,2015-03-12,4383,Medium,Under Investigation,MI,0
POL001188,CUST01188,AGT0002,Travel,2022-04-19,1059,Medium,Approved,NY,0
POL001189,CUST01189,AGT0183,Travel,2016-12-19,4182,Medium,Approved,MI,1
POL001190,CUST01190,AGT0114,Travel,2020-07-17,1829,Medium,Approved,GA,0
POL001191,CUST01191,AGT0049,Life,2023-07-07,3798,Low,Approved,NC,0
POL001192,CUST01192,AGT0127,Health,2022-12-27,4609,Low,Approved,NC,0
POL001193,CUST01193,AGT0136,Life,2020-12-23,2732,Medium,Rejected,NC,0
POL001194,CUST01194,AGT0184,Health,2017-09-10,899,Low,Approved,WA,0
POL001195,CUST01195,AGT0007,Travel,2019-09-08,2166,Low,Rejected,MI,0
POL001196,CUST01196,AGT0083,Health,2021-05-01,2330,Low,Rejected,IL,0
POL001197,CUST01197,AGT0037,Home,2019-08-17,4715,Medium,Approved,OH,0
POL001198,CUST01198,AGT0115,Auto,2018-08-22,4741,Low,Approved,GA,0
POL001199,CUST01199,AGT0101,Auto,2018-08-16,3058,Low,Approved,MI,0
POL001200,CUST01200,AGT0095,Health,2020-05-25,4777,Low,Approved,NY,0
POL001201,CUST01201,AGT0197,Home,2015-04-28,2463,Low,Rejected,NY,0
POL001202,CUST01202,AGT0107,Auto,2023-12-24,2350,High,Approved,NC,0
POL001203,CUST01203,AGT0083,Travel,2015-12-02,4264,Low,Rejected,WA,0
POL001204,CUST01204,AGT0014,Auto,2023-11-10,3503,Low,Approved,WA,0
POL001205,CUST01205,AGT0058,Travel,2015-04-27,2850,Low,Approved,TX,1
POL001206,CUST01206,AGT0180,Health,2019-08-12,2555,Medium,Approved,WA,1
POL001207,CUST01207,AGT0091,Health,2018-10-04,3675,Medium,Approved,NC,0
POL001208,CUST01208,AGT0183,Auto,2020-02-29,3890,Low,Rejected,TX,0
POL001209,CUST01209,AGT0107,Travel,2018-11-25,2707,Low,Rejected,CA,0
POL001210,CUST01210,AGT0110,Life,2023-01-27,642,Medium,Approved,FL,0
POL001211,CUST01211,AGT0086,Auto,2015-02-24,958,High,Rejected,WA,0
POL001212,CUST01212,AGT0112,Auto,2023-11-13,1148,Low,Rejected,NC,0
POL001213,CUST01213,AGT0014,Life,2021-03-15,2579,Low,Approved,OH,0
POL001214,CUST01214,AGT0012,Travel,2022-01-02,3263,Low,Approved,GA,0
POL001215,CUST01215,AGT0096,Auto,2016-04-04,4116,Low,Approved,IL,0
POL001216,CUST01216,AGT0120,Health,2015-08-03,1546,Medium,Approved,WA,0
POL001217,CUST01217,AGT0111,Home,2018-07-28,4039,High,Under Investigation,TX,0
POL001218,CUST01218,AGT0086,Auto,2017-11-26,3497,High,Approved,NY,0
POL001219,CUST01219,AGT0059,Health,2022-01-16,732,Medium,Approved,FL,0
POL001220,CUST01220,AGT0142,Auto,2023-01-25,2080,Low,Rejected,MI,1
POL001221,CUST01221,AGT0121,Home,2018-11-05,1861,High,Approved,OH,1
POL001222,CUST01222,AGT0010,Life,2021-11-29,4489,Low,Rejected,GA,0
POL001223,CUST01223,AGT0091,Home,2015-07-15,4645,Low,Approved,WA,0
POL001224,CUST01224,AGT0143,Health,2021-09-04,4186,Medium,Approved,TX,0
POL001225,CUST01225,AGT0157,Home,2015-11-23,2876,Low,Approved,WA,0
POL001226,CUST01226,AGT0058,Home,2021-01-03,2717,Medium,Approved,TX,0
POL001227,CUST01227,AGT0185,Auto,2018-06-09,1901,High,Approved,NC,0
POL001228,CUST01228,AGT0131,Auto,2018-09-26,3978,Medium,Rejected,NC,0
POL001229,CUST01229,AGT0088,Auto,2017-06-27,888,Medium,Rejected,MI,0
POL001230,CUST01230,AGT0126,Travel,2018-08-18,1720,Low,Rejected,TX,1
POL001231,CUST01231,AGT0175,Life,2022-11-13,1108,Low,Approved,WA,0
POL001232,CUST01232,AGT0046,Auto,2022-04-12,2724,Medium,Under Investigation,NC,0
POL001233,CUST01233,AGT0031,Health,2018-01-23,1848,Medium,Approved,TX,0
POL001234,CUST01234,AGT0089,Home,2017-08-23,1388,High,Rejected,OH,0
POL001235,CUST01235,AGT0017,Auto,2019-07-31,2193,Low,Rejected,MI,0
POL001236,CUST01236,AGT0168,Travel,2021-02-28,4373,Low,Approved,IL,1
POL001237,CUST01237,AGT0195,Travel,2016-08-22,3011,Low,Approved,NY,0
POL001238,CUST01238,AGT0122,Health,2021-07-14,4203,Medium,Rejected,FL,0
POL001239,CUST01239,AGT0196,Auto,2023-07-15,4612,Medium,Rejected,OH,0
POL001240,CUST01240,AGT0014,Health,2022-08-07,4559,High,Approved,WA,1
POL001241,CUST01241,AGT0127,Home,2019-12-07,2079,Low,Rejected,GA,0
POL001242,CUST01242,AGT0089,Travel,2017-11-17,4448,Low,Approved,NC,0
POL001243,CUST01243,AGT0056,Health,2017-11-29,4592,Low,Approved,NC,0
POL001244,CUST01244,AGT0063,Health,2021-09-03,4818,Low,Rejected,NC,1
POL001245,CUST01245,AGT0110,Health,2019-02-03,2079,Low,Rejected,IL,0
POL001246,CUST01246,AGT0129,Auto,2015-12-16,1527,Medium,Approved,NC,0
POL001247,CUST01247,AGT0033,Auto,2021-02-04,3129,Low,Approved,NY,0
POL001248,CUST01248,AGT0123,Home,2016-03-29,4693,Low,Approved,OH,0
POL001249,CUST01249,AGT0186,Life,2023-11-17,4552,Medium,Approved,NY,0
POL001250,CUST01250,AGT0003,Auto,2018-10-03,3070,Medium,Approved,WA,0
POL001251,CUST01251,AGT0176,Health,2018-01-28,1171,Low,Approved,NC,1
POL001252,CUST01252,AGT0122,Travel,2015-07-01,2401,Low,Rejected,OH,1
POL001253,CUST01253,AGT0069,Travel,2016-07-05,3713,Medium,Approved,IL,1
POL001254,CUST01254,AGT0147,Life,2023-07-12,3021,Medium,Approved,OH,0
POL001255,CUST01255,AGT0124,Home,2019-10-31,2054,Medium,Approved,NC,1
POL001256,CUST01256,AGT0154,Home,2023-02-11,2041,Low,Approved,FL,0
POL001257,CUST01257,AGT0017,Health,2023-08-08,768,Medium,Approved,MI,0
POL001258,CUST01258,AGT0012,Health,2015-06-10,1798,High,Approved,FL,0
POL001259,CUST01259,AGT0129,Health,2018-06-05,3512,Low,Approved,TX,0
POL001260,CUST01260,AGT0061,Life,2022-07-17,1585,Low,Approved,NC,0
POL001261,CUST01261,AGT0048,Life,2019-06-17,4970,High,Approved,NC,1
POL001262,CUST01262,AGT0085,Life,2019-07-31,870,Low,Under Investigation,NY,0
POL001263,CUST01263,AGT0146,Life,2020-02-17,3149,Medium,Approved,GA,0
POL001264,CUST01264,AGT0036,Auto,2021-04-25,2734,High,Approved,NC,0
POL001265,CUST01265,AGT0195,Life,2023-06-12,4249,Low,Approved,NC,0
POL001266,CUST01266,AGT0085,Travel,2022-12-24,4494,Medium,Approved,WA,0
POL001267,CUST01267,AGT0031,Life,2020-08-16,2945,Low,Approved,MI,0
POL001268,CUST01268,AGT0015,Home,2020-03-10,3335,High,Rejected,IL,0
POL001269,CUST01269,AGT0172,Health,2018-04-01,3645,High,Approved,FL,0
POL001270,CUST01270,AGT0023,Life,2016-01-18,2844,High,Approved,CA,0
POL001271,CUST01271,AGT0084,Home,2021-05-18,1331,Low,Approved,OH,0
POL001272,CUST01272,AGT0134,Health,2015-01-09,2428,Medium,Approved,GA,0
POL001273,CUST01273,AGT0103,Home,2021-04-13,1586,High,Under Investigation,GA,0
POL001274,CUST01274,AGT0053,Auto,2019-06-21,2589,Medium,Approved,CA,0
POL001275,CUST01275,AGT0022,Travel,2022-01-28,3268,Medium,Approved,NC,1
POL001276,CUST01276,AGT0143,Life,2023-07-17,1441,Low,Approved,NC,0
POL001277,CUST01277,AGT0099,Health,2019-12-23,1622,High,Approved,NC,0
POL001278,CUST01278,AGT0010,Life,2020-02-25,4203,Low,Approved,OH,1
POL001279,CUST01279,AGT0037,Auto,2019-05-21,2199,Low,Approved,CA,0
POL001280,CUST01280,AGT0113,Health,2018-05-10,1392,High,Approved,IL,0
POL001281,CUST01281,AGT0034,Life,2015-10-20,3709,High,Approved,GA,0
POL001282,CUST01282,AGT0079,Auto,2015-04-12,3724,High,Rejected,OH,0
