TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,PREMIUM_AMOUNT,INCIDENT_SEVERITY,INCIDENT_HOUR_OF_THE_DAY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,VENDOR_ID,IS_FRAUD
TXN0001494,POL001494,CUST01494,2023-09-22,2021-01-03,3213,1428,Major,22,Fire,1,1,NY,VND0002,0
TXN0001495,POL001495,CUST01495,2022-10-10,2021-02-10,4161,3984,Minor,13,Ambulance,0,1,TX,VND0036,0
TXN0001496,POL001496,CUST01496,2021-06-06,2021-08-05,4396,1339,Minor,17,Fire,1,1,CA,VND0030,0
TXN0001497,POL001497,CUST01497,2023-04-03,2021-05-19,2886,3968,Major,12,Fire,1,0,IL,VND0036,0
TXN0001498,POL001498,CUST01498,2019-12-05,2024-04-20,6108,2736,Major,12,Police,1,1,NY,VND0026,0
TXN0001499,POL001499,CUST01499,2022-11-02,2023-11-07,6444,4955,Severe,7,Fire,0,1,CA,VND0050,0
TXN0001500,POL001500,CUST01500,2022-03-03,2023-12-17,953,648,Minor,9,Fire,0,0,GA,VND0002,0
TXN0001501,POL001501,CUST01501,2023-11-18,2022-05-18,6456,4756,Major,7,None,1,1,WA,VND0008,0
TXN0001502,POL001502,CUST01502,2022-05-30,2020-02-02,1537,1513,Minor,11,Fire,0,0,WA,VND0013,0
TXN0001503,POL001503,CUST01503,2021-11-21,2019-10-30,1889,657,Minor,22,Police,0,0,TX,VND0040,0
TXN0001504,POL001504,CUST01504,2021-11-16,2020-07-18,3802,3758,Major,8,None,1,1,TX,VND0004,0
TXN0001505,POL001505,CUST01505,2022-01-18,2022-08-14,399,2896,Moderate,11,Fire,1,0,IL,VND0007,0
TXN0001506,POL001506,CUST01506,2023-11-23,2021-01-15,2675,4268,Major,22,None,1,1,WA,VND0037,0
TXN0001507,POL001507,CUST01507,2023-04-25,2022-08-22,1523,987,Minor,3,Police,0,1,OH,VND0021,0
TXN0001508,POL001508,CUST01508,2019-07-06,2023-11-16,3481,863,Minor,6,Police,0,1,IL,VND0036,0
TXN0001509,POL001509,CUST01509,2021-12-04,2020-11-16,5739,3052,Moderate,11,None,1,1,WA,VND0019,0
TXN0001510,POL001510,CUST01510,2020-07-30,2024-02-20,6484,4469,Minor,9,Police,0,1,GA,VND0005,0
TXN0001511,POL001511,CUST01511,2019-11-27,2021-11-07,23654,2325,Minor,8,Police,0,0,WA,VND0030,1
TXN0001512,POL001512,CUST01512,2023-10-04,2023-06-14,3905,4088,Minor,18,Ambulance,0,1,MI,VND0006,0
TXN0001513,POL001513,CUST01513,2023-09-17,2019-05-15,3426,4577,Moderate,11,Fire,0,0,WA,VND0024,0
TXN0001514,POL001514,CUST01514,2024-02-29,2020-07-21,3022,4413,Major,8,Fire,0,1,OH,VND0045,0
TXN0001515,POL001515,CUST01515,2021-03-01,2024-02-27,4502,2789,Minor,11,Fire,1,1,NY,VND0010,0
TXN0001516,POL001516,CUST01516,2021-05-04,2023-12-01,6928,3642,Moderate,21,Fire,0,0,CA,VND0011,0
TXN0001517,POL001517,CUST01517,2023-04-11,2022-03-06,8532,2865,Moderate,23,Fire,0,1,NC,VND0048,1
TXN0001518,POL001518,CUST01518,2020-01-22,2019-03-22,643,3533,Moderate,5,Fire,1,1,FL,VND0016,0
TXN0001519,POL001519,CUST01519,2019-04-20,2019-05-14,6428,3051,Moderate,0,Police,1,0,CA,VND0019,0
TXN0001520,POL001520,CUST01520,2021-04-23,2021-05-12,6538,2862,Major,0,Police,0,0,MI,VND0035,0
TXN0001521,POL001521,CUST01521,2022-06-16,2023-12-23,2392,2465,Major,10,Police,1,0,IL,VND0007,0
TXN0001522,POL001522,CUST01522,2021-07-04,2021-02-11,3611,3437,Minor,15,Ambulance,0,1,OH,VND0004,0
TXN0001523,POL001523,CUST01523,2020-02-28,2023-11-25,6065,3879,Major,1,Ambulance,0,1,NC,VND0043,0
TXN0001524,POL001524,CUST01524,2021-11-08,2021-12-24,3625,4635,Minor,12,Police,0,0,NY,VND0048,0
TXN0001525,POL001525,CUST01525,2024-03-06,2019-10-12,3472,3259,Moderate,9,Fire,0,1,MI,VND0050,0
TXN0001526,POL001526,CUST01526,2020-07-04,2022-02-13,6469,952,Moderate,22,Ambulance,1,1,OH,VND0002,0
TXN0001527,POL001527,CUST01527,2021-03-13,2021-01-15,5835,3143,Minor,14,Police,1,1,OH,VND0027,0
TXN0001528,POL001528,CUST01528,2020-09-19,2020-04-11,3649,1920,Minor,10,Fire,0,1,FL,VND0043,0
TXN0001529,POL001529,CUST01529,2020-08-12,2022-10-01,41735,620,Minor,14,None,0,0,NC,VND0043,1
TXN0001530,POL001530,CUST01530,2022-08-08,2020-02-29,3181,826,Minor,3,Fire,1,0,FL,VND0019,0
TXN0001531,POL001531,CUST01531,2021-01-21,2024-01-07,4799,3160,Moderate,11,Police,0,1,GA,VND0025,0
TXN0001532,POL001532,CUST01532,2022-06-01,2023-06-16,41181,4751,Minor,7,Ambulance,0,1,MI,VND0008,1
TXN0001533,POL001533,CUST01533,2019-02-09,2023-05-04,3853,2775,Major,4,Fire,0,1,TX,VND0007,0
TXN0001534,POL001534,CUST01534,2022-08-21,2019-06-17,4679,2503,Major,9,Police,0,0,IL,VND0019,0
TXN0001535,POL001535,CUST01535,2019-07-31,2024-04-27,17346,898,Minor,15,Police,0,1,GA,VND0012,1
TXN0001536,POL001536,CUST01536,2021-01-27,2021-10-01,4073,3539,Minor,13,None,0,0,FL,VND0049,0
TXN0001537,POL001537,CUST01537,2023-10-18,2023-01-25,5215,749,Moderate,23,None,0,1,CA,VND0005,0
TXN0001538,POL001538,CUST01538,2020-11-06,2020-02-03,1657,4285,Major,6,Ambulance,0,0,IL,VND0027,0
TXN0001539,POL001539,CUST01539,2022-11-01,2023-04-06,3929,4173,Moderate,16,Police,0,1,IL,VND0028,0
TXN0001540,POL001540,CUST01540,2020-12-06,2020-10-17,5024,4959,Minor,13,None,0,1,WA,VND0003,0
TXN0001541,POL001541,CUST01541,2023-12-17,2022-12-04,501,1779,Severe,20,Fire,0,0,MI,VND0023,0
TXN0001542,POL001542,CUST01542,2024-03-24,2020-07-24,4579,1228,Moderate,21,Fire,0,1,TX,VND0048,0
TXN0001543,POL001543,CUST01543,2023-12-30,2024-03-01,1966,1847,Moderate,16,None,1,1,FL,VND0006,0
TXN0001544,POL001544,CUST01544,2021-03-04,2022-12-07,2901,4097,Major,10,Fire,1,0,TX,VND0008,0
TXN0001545,POL001545,CUST01545,2020-09-29,2021-07-11,4606,1484,Severe,12,Police,0,0,WA,VND0009,0
TXN0001546,POL001546,CUST01546,2022-05-01,2021-07-18,229,4493,Moderate,15,Police,0,1,NY,VND0003,0
TXN0001547,POL001547,CUST01547,2023-06-28,2019-01-15,314,1193,Moderate,19,None,0,0,MI,VND0045,0
TXN0001548,POL001548,CUST01548,2021-11-15,2020-09-07,3236,719,Moderate,5,Ambulance,0,0,CA,VND0003,0
TXN0001549,POL001549,CUST01549,2023-01-21,2023-05-18,6658,1487,Minor,20,Ambulance,0,1,OH,VND0015,0
TXN0001550,POL001550,CUST01550,2023-10-25,2023-08-11,241,3893,Moderate,19,Ambulance,1,1,CA,VND0042,0
TXN0001551,POL001551,CUST01551,2023-02-18,2024-07-14,22924,3210,Minor,2,Police,0,1,OH,VND0050,1
TXN0001552,POL001552,CUST01552,2021-01-10,2019-07-06,709,2096,Moderate,6,Fire,0,1,CA,VND0008,0
TXN0001553,POL001553,CUST01553,2020-05-16,2020-06-01,3524,3452,Major,5,None,0,1,TX,VND0019,0
TXN0001554,POL001554,CUST01554,2021-05-21,2023-04-02,3128,3418,Severe,13,Police,0,1,TX,VND0009,0
TXN0001555,POL001555,CUST01555,2022-02-28,2021-01-09,3383,2996,Major,5,None,0,0,NC,VND0010,0
TXN0001556,POL001556,CUST01556,2023-08-19,2020-05-27,757,2813,Minor,7,Fire,0,0,GA,VND0048,0
TXN0001557,POL001557,CUST01557,2020-08-26,2020-08-02,5324,956,Minor,4,Fire,0,1,OH,VND0017,0
TXN0001558,POL001558,CUST01558,2019-11-20,2024-02-01,2074,1668,Moderate,1,Police,1,1,TX,VND0031,0
TXN0001559,POL001559,CUST01559,2020-09-25,2023-10-03,5443,2874,Minor,11,Ambulance,0,0,FL,VND0008,0
TXN0001560,POL001560,CUST01560,2022-04-07,2019-01-26,4657,1108,Minor,7,Fire,0,1,NY,VND0015,0
TXN0001561,POL001561,CUST01561,2020-04-10,2023-08-29,3948,2641,Major,12,Fire,1,1,WA,VND0019,0
TXN0001562,POL001562,CUST01562,2021-03-13,2022-02-05,2298,1026,Moderate,5,Ambulance,1,1,NC,VND0030,0
TXN0001563,POL001563,CUST01563,2020-05-30,2023-09-06,4635,4042,Minor,6,Ambulance,0,0,CA,VND0046,0
TXN0001564,POL001564,CUST01564,2024-06-01,2022-06-17,6984,964,Moderate,21,None,1,0,CA,VND0013,0
TXN0001565,POL001565,CUST01565,2021-10-25,2022-10-28,6477,916,Severe,19,Ambulance,1,1,NY,VND0033,0
TXN0001566,POL001566,CUST01566,2022-12-18,2022-03-19,6430,3370,Major,6,Police,0,0,FL,VND0025,0
TXN0001567,POL001567,CUST01567,2021-11-10,2023-01-29,25573,1492,Minor,3,Ambulance,0,0,IL,VND0040,1
TXN0001568,POL001568,CUST01568,2019-01-22,2023-07-09,17499,2081,Moderate,23,Police,0,0,WA,VND0017,1
TXN0001569,POL001569,CUST01569,2020-06-13,2021-10-31,2905,1914,Severe,16,None,0,1,TX,VND0022,0
TXN0001570,POL001570,CUST01570,2023-08-12,2019-08-28,6775,1474,Minor,11,Fire,1,0,OH,VND0032,0
TXN0001571,POL001571,CUST01571,2021-10-23,2019-07-20,6660,3928,Moderate,16,Ambulance,0,1,IL,VND0023,0
TXN0001572,POL001572,CUST01572,2022-11-12,2021-04-28,6102,3613,Major,5,Police,0,0,GA,VND0038,0
TXN0001573,POL001573,CUST01573,2023-03-09,2021-08-22,1306,1574,Major,10,Fire,0,0,OH,VND0001,0
TXN0001574,POL001574,CUST01574,2022-01-30,2023-10-15,2368,3590,Minor,9,Ambulance,1,0,OH,VND0018,0
TXN0001575,POL001575,CUST01575,2022-03-04,2019-03-22,30163,3710,Severe,17,Ambulance,0,1,FL,VND0009,1
TXN0001576,POL001576,CUST01576,2020-04-18,2023-12-04,5297,2926,Moderate,4,Police,0,1,WA,VND0008,0
TXN0001577,POL001577,CUST01577,2020-05-15,2019-05-05,2581,3102,Minor,11,Police,0,0,FL,VND0003,0
TXN0001578,POL001578,CUST01578,2019-10-27,2021-10-11,1130,4707,Minor,20,None,0,1,TX,VND0018,0
TXN0001579,POL001579,CUST01579,2020-08-20,2021-05-12,1130,2542,Moderate,4,Ambulance,0,0,CA,VND0011,0
TXN0001580,POL001580,CUST01580,2022-06-15,2022-02-08,4854,2234,Minor,2,None,0,1,CA,VND0038,0
TXN0001581,POL001581,CUST01581,2024-02-07,2019-04-10,3288,2925,Major,19,Police,0,0,NY,VND0026,0
TXN0001582,POL001582,CUST01582,2021-06-01,2023-03-28,3539,4261,Major,20,Fire,0,1,MI,VND0040,0
TXN0001583,POL001583,CUST01583,2022-04-23,2019-10-11,5744,3693,Minor,10,Ambulance,0,1,TX,VND0045,0
TXN0001584,POL001584,CUST01584,2023-09-26,2023-04-29,314,838,Major,1,None,0,1,CA,VND0040,0
TXN0001585,POL001585,CUST01585,2022-09-21,2022-02-26,5330,2566,Severe,12,Ambulance,0,0,OH,VND0022,0
TXN0001586,POL001586,CUST01586,2020-06-10,2023-12-03,2064,3829,Minor,7,Ambulance,0,1,OH,VND0049,0
TXN0001587,POL001587,CUST01587,2020-07-18,2024-06-02,6532,1507,Major,14,Fire,0,1,OH,VND0020,0
TXN0001588,POL001588,CUST01588,2022-07-03,2023-09-05,6696,4948,Severe,3,None,0,1,CA,VND0042,0
TXN0001589,POL001589,CUST01589,2020-07-31,2021-07-10,3614,4136,Major,19,Fire,0,0,FL,VND0009,0
TXN0001590,POL001590,CUST01590,2020-05-14,2021-04-26,2347,4309,Moderate,16,Fire,0,1,NY,VND0049,0
TXN0001591,POL001591,CUST01591,2022-04-02,2022-09-07,1785,867,Major,15,Ambulance,0,0,NC,VND0016,0
TXN0001592,POL001592,CUST01592,2022-07-01,2022-08-11,35429,3108,Major,12,None,0,1,GA,VND0032,1
TXN0001593,POL001593,CUST01593,2020-05-23,2023-05-20,6994,2875,Minor,5,None,0,0,MI,VND0018,0
TXN0001594,POL001594,CUST01594,2019-04-08,2021-09-11,1475,3320,Minor,22,Police,1,1,OH,VND0012,0
TXN0001595,POL001595,CUST01595,2023-03-22,2021-08-01,3236,4326,Moderate,6,None,0,0,IL,VND0017,0
TXN0001596,POL001596,CUST01596,2021-02-25,2019-09-08,3458,2089,Moderate,8,Fire,0,0,OH,VND0031,0
TXN0001597,POL001597,CUST01597,2022-06-24,2019-12-20,4818,2902,Moderate,22,Police,1,0,NY,VND0006,0
TXN0001598,POL001598,CUST01598,2019-12-13,2023-07-22,5930,3557,Minor,0,None,0,1,TX,VND0010,0
TXN0001599,POL001599,CUST01599,2020-09-23,2024-06-23,3994,3889,Major,3,None,1,1,OH,VND0046,0
TXN0001600,POL001600,CUST01600,2022-05-01,2022-05-07,5354,3966,Major,18,Fire,0,1,FL,VND0005,0
TXN0001601,POL001601,CUST01601,2019-09-07,2020-12-06,4053,2016,Moderate,8,Police,0,1,FL,VND0037,0
TXN0001602,POL001602,CUST01602,2020-09-27,2019-05-11,8654,4992,Minor,13,Police,1,1,NC,VND0016,1
TXN0001603,POL001603,CUST01603,2022-12-13,2019-04-12,1272,543,Minor,13,Ambulance,0,0,CA,VND0016,0
TXN0001604,POL001604,CUST01604,2023-03-29,2022-10-05,1619,2716,Minor,19,Police,1,1,CA,VND0019,0
TXN0001605,POL001605,CUST01605,2020-12-09,2022-07-26,3140,3239,Moderate,14,Police,0,0,NY,VND0020,0
TXN0001606,POL001606,CUST01606,2019-08-18,2020-08-05,513,775,Minor,10,Police,0,1,OH,VND0036,0
TXN0001607,POL001607,CUST01607,2019-02-22,2020-01-29,2351,2530,Severe,13,None,0,0,MI,VND0041,0
TXN0001608,POL001608,CUST01608,2022-01-21,2019-06-03,3345,3181,Minor,17,Fire,0,1,OH,VND0019,0
TXN0001609,POL001609,CUST01609,2022-10-24,2022-10-16,3413,3234,Minor,9,Fire,0,1,FL,VND0009,0
TXN0001610,POL001610,CUST01610,2022-04-06,2022-05-17,5740,1035,Major,4,Fire,1,0,NY,VND0001,0
TXN0001611,POL001611,CUST01611,2021-03-24,2020-11-14,6780,1748,Moderate,11,Police,0,1,NY,VND0037,0
TXN0001612,POL001612,CUST01612,2019-02-14,2023-01-24,5161,1601,Moderate,23,Ambulance,1,0,NY,VND0046,0
TXN0001613,POL001613,CUST01613,2020-03-29,2023-09-08,740,3379,Minor,2,None,0,0,GA,VND0002,0
TXN0001614,POL001614,CUST01614,2019-03-14,2021-11-18,2978,1979,Major,4,None,0,1,NC,VND0030,0
TXN0001615,POL001615,CUST01615,2021-07-16,2020-06-24,5163,3071,Moderate,23,Fire,0,1,NC,VND0011,0
TXN0001616,POL001616,CUST01616,2020-09-10,2019-01-26,4243,3789,Major,19,Police,0,1,NY,VND0011,0
TXN0001617,POL001617,CUST01617,2019-05-23,2023-05-31,33907,4087,Moderate,2,None,0,1,FL,VND0042,1
TXN0001618,POL001618,CUST01618,2022-05-07,2022-03-18,3166,1327,Major,5,None,1,0,CA,VND0013,0
TXN0001619,POL001619,CUST01619,2021-01-13,2020-12-12,2960,4565,Moderate,16,None,1,0,NC,VND0016,0
TXN0001620,POL001620,CUST01620,2024-04-15,2019-01-28,41523,1245,Major,18,Ambulance,0,1,WA,VND0007,1
TXN0001621,POL001621,CUST01621,2021-04-17,2023-07-07,1415,598,Major,17,Fire,0,1,CA,VND0046,0
TXN0001622,POL001622,CUST01622,2019-07-02,2024-02-18,3719,702,Moderate,20,None,0,0,TX,VND0046,0
TXN0001623,POL001623,CUST01623,2022-11-16,2021-09-07,1599,1404,Major,12,Ambulance,0,0,FL,VND0046,0
TXN0001624,POL001624,CUST01624,2022-11-12,2020-07-04,13777,4429,Major,21,None,0,0,NC,VND0012,1
TXN0001625,POL001625,CUST01625,2024-02-09,2022-06-12,6080,1435,Minor,14,Fire,0,0,FL,VND0010,0
TXN0001626,POL001626,CUST01626,2022-10-22,2023-10-29,3652,3620,Major,11,None,0,0,CA,VND0048,0
TXN0001627,POL001627,CUST01627,2020-12-27,2022-04-08,2835,2383,Minor,15,Police,0,0,NY,VND0031,0
TXN0001628,POL001628,CUST01628,2022-09-05,2019-02-08,6596,679,Moderate,10,Police,1,1,NY,VND0014,0
TXN0001629,POL001629,CUST01629,2023-05-21,2020-02-10,4685,2498,Minor,14,Ambulance,1,0,NY,VND0003,0
TXN0001630,POL001630,CUST01630,2021-11-01,2019-07-29,3110,627,Minor,20,Ambulance,1,0,OH,VND0040,0
TXN0001631,POL001631,CUST01631,2023-05-14,2021-04-19,395,2642,Minor,22,Ambulance,0,1,FL,VND0041,0
TXN0001632,POL001632,CUST01632,2024-04-24,2021-07-09,308,3014,Minor,13,None,0,1,CA,VND0001,0
TXN0001633,POL001633,CUST01633,2023-02-23,2021-12-25,1706,2846,Minor,0,None,0,0,TX,VND0024,0
TXN0001634,POL001634,CUST01634,2021-10-04,2023-03-18,1807,1771,Minor,14,Ambulance,1,0,NC,VND0025,0
TXN0001635,POL001635,CUST01635,2021-09-16,2019-08-28,5105,3949,Moderate,6,Police,0,1,GA,VND0024,0
TXN0001636,POL001636,CUST01636,2023-08-10,2024-03-21,3604,3185,Moderate,5,Police,0,0,FL,VND0019,0
TXN0001637,POL001637,CUST01637,2023-10-18,2020-06-27,6999,1646,Severe,21,Police,0,0,WA,VND0017,0
TXN0001638,POL001638,CUST01638,2020-06-10,2021-11-26,3875,2455,Major,10,Ambulance,0,1,OH,VND0017,0
TXN0001639,POL001639,CUST01639,2019-01-20,2020-03-13,6341,988,Minor,18,Ambulance,0,0,NC,VND0047,0
TXN0001640,POL001640,CUST01640,2023-06-07,2020-12-28,3956,4654,Moderate,8,None,0,1,NC,VND0050,0
TXN0001641,POL001641,CUST01641,2020-04-18,2023-08-13,2635,3888,Moderate,14,Police,1,1,NY,VND0006,0
TXN0001642,POL001642,CUST01642,2024-06-23,2019-04-14,40277,1795,Moderate,15,Fire,1,0,OH,VND0037,1
TXN0001643,POL001643,CUST01643,2019-03-14,2021-09-11,3256,3537,Moderate,21,Fire,0,0,OH,VND0029,0
TXN0001644,POL001644,CUST01644,2024-01-01,2022-04-01,2067,3556,Major,4,Ambulance,0,1,IL,VND0013,0
TXN0001645,POL001645,CUST01645,2022-09-22,2022-03-04,3417,3243,Moderate,13,Police,1,1,GA,VND0010,0
TXN0001646,POL001646,CUST01646,2020-09-02,2021-02-16,4721,743,Moderate,9,None,0,1,NY,VND0038,0
TXN0001647,POL001647,CUST01647,2019-03-11,2021-02-11,2753,4453,Major,11,Police,1,1,CA,VND0019,0
TXN0001648,POL001648,CUST01648,2023-08-26,2024-01-14,4987,4801,Minor,20,Ambulance,1,0,CA,VND0007,0
TXN0001649,POL001649,CUST01649,2019-08-28,2020-05-12,6868,4883,Major,3,None,0,0,IL,VND0049,0
TXN0001650,POL001650,CUST01650,2019-07-11,2021-09-04,2996,4913,Severe,13,Police,0,0,WA,VND0047,0
TXN0001651,POL001651,CUST01651,2023-05-05,2021-01-15,2207,4679,Minor,9,Ambulance,0,1,FL,VND0021,0
TXN0001652,POL001652,CUST01652,2022-09-22,2023-04-01,2934,3825,Major,21,Ambulance,0,0,OH,VND0022,0
TXN0001653,POL001653,CUST01653,2019-09-13,2023-06-21,5900,755,Major,5,None,1,1,TX,VND0022,0
TXN0001654,POL001654,CUST01654,2020-11-17,2023-09-14,19371,2593,Moderate,5,Ambulance,0,1,GA,VND0010,1
TXN0001655,POL001655,CUST01655,2022-08-30,2019-07-04,6821,1603,Minor,2,None,0,1,TX,VND0006,0
TXN0001656,POL001656,CUST01656,2022-08-14,2019-07-31,3015,1489,Major,10,Fire,0,1,IL,VND0014,0
TXN0001657,POL001657,CUST01657,2020-12-28,2021-02-06,5922,4237,Moderate,0,Police,1,0,MI,VND0020,0
TXN0001658,POL001658,CUST01658,2021-04-07,2021-06-18,5550,4156,Minor,12,Ambulance,0,0,NY,VND0008,0
TXN0001659,POL001659,CUST01659,2019-06-09,2019-05-21,5528,2849,Moderate,5,None,0,1,WA,VND0002,0
TXN0001660,POL001660,CUST01660,2019-01-19,2023-12-14,34223,3813,Moderate,9,Fire,0,1,CA,VND0047,1
TXN0001661,POL001661,CUST01661,2024-04-25,2023-12-21,1456,1082,Minor,14,None,0,1,CA,VND0044,0
TXN0001662,POL001662,CUST01662,2020-04-09,2021-05-16,4236,1498,Severe,16,None,0,1,TX,VND0016,0
TXN0001663,POL001663,CUST01663,2024-02-04,2023-04-09,873,4372,Minor,1,Ambulance,0,1,FL,VND0031,0
TXN0001664,POL001664,CUST01664,2019-03-27,2022-02-22,2235,2530,Moderate,3,None,0,0,IL,VND0008,0
TXN0001665,POL001665,CUST01665,2024-06-09,2022-08-26,475,2959,Major,7,Ambulance,1,0,WA,VND0047,0
TXN0001666,POL001666,CUST01666,2021-05-07,2023-11-03,4839,2582,Minor,12,None,1,1,FL,VND0041,0
TXN0001667,POL001667,CUST01667,2023-06-07,2019-07-18,4332,1409,Major,21,Fire,1,1,NY,VND0009,0
TXN0001668,POL001668,CUST01668,2023-08-14,2020-04-26,5232,4218,Moderate,3,Ambulance,1,1,CA,VND0011,0
TXN0001669,POL001669,CUST01669,2020-12-07,2021-05-23,19991,3912,Moderate,1,Police,0,0,NC,VND0017,1
TXN0001670,POL001670,CUST01670,2023-01-21,2023-12-16,2459,3577,Moderate,15,Police,0,1,OH,VND0005,0
TXN0001671,POL001671,CUST01671,2020-11-01,2022-04-17,4799,2089,Severe,23,Ambulance,0,0,CA,VND0018,0
TXN0001672,POL001672,CUST01672,2023-05-03,2021-03-22,5820,3394,Severe,19,Ambulance,0,0,IL,VND0034,0
TXN0001673,POL001673,CUST01673,2024-04-08,2019-03-13,6222,4789,Minor,13,Police,1,0,FL,VND0037,0
TXN0001674,POL001674,CUST01674,2023-06-09,2022-04-19,36794,3424,Moderate,0,Police,0,1,IL,VND0001,1
TXN0001675,POL001675,CUST01675,2022-12-31,2020-07-09,2937,2724,Moderate,13,Police,0,0,FL,VND0018,0
TXN0001676,POL001676,CUST01676,2021-01-16,2020-11-03,273,1717,Severe,10,Ambulance,0,0,NC,VND0042,0
TXN0001677,POL001677,CUST01677,2019-08-07,2024-07-06,5765,2852,Major,10,Fire,1,0,CA,VND0044,0
TXN0001678,POL001678,CUST01678,2021-10-12,2021-12-08,1036,2172,Moderate,11,Police,0,0,OH,VND0029,0
TXN0001679,POL001679,CUST01679,2019-09-18,2019-10-20,5790,3250,Major,13,None,0,1,NC,VND0037,0
TXN0001680,POL001680,CUST01680,2021-10-17,2019-04-23,1260,705,Moderate,17,Ambulance,0,1,CA,VND0013,0
TXN0001681,POL001681,CUST01681,2023-10-11,2021-03-04,304,1355,Minor,4,Police,0,1,WA,VND0044,0
TXN0001682,POL001682,CUST01682,2019-08-16,2019-05-26,6176,4041,Moderate,1,Ambulance,1,0,NC,VND0024,0
TXN0001683,POL001683,CUST01683,2023-12-14,2021-05-24,3183,2213,Moderate,1,None,0,1,FL,VND0035,0
TXN0001684,POL001684,CUST01684,2022-04-15,2021-04-26,3089,2448,Moderate,9,Fire,1,0,IL,VND0014,0
TXN0001685,POL001685,CUST01685,2019-04-05,2023-11-16,29595,2947,Moderate,12,None,0,1,GA,VND0009,1
TXN0001686,POL001686,CUST01686,2022-12-16,2020-11-17,2069,2472,Major,18,Fire,0,1,OH,VND0027,0
TXN0001687,POL001687,CUST01687,2019-01-01,2020-07-22,4897,3913,Severe,10,Police,1,1,NC,VND0027,0
TXN0001688,POL001688,CUST01688,2022-05-11,2022-06-04,3117,1604,Minor,12,Police,0,1,MI,VND0029,0
TXN0001689,POL001689,CUST01689,2021-10-15,2022-07-21,2054,3912,Moderate,23,Police,0,0,NY,VND0041,0
TXN0001690,POL001690,CUST01690,2023-02-06,2019-04-01,2884,1442,Major,17,Fire,0,1,TX,VND0039,0
TXN0001691,POL001691,CUST01691,2021-01-25,2019-07-02,241,2167,Minor,16,Fire,1,1,IL,VND0016,0
TXN0001692,POL001692,CUST01692,2019-08-27,2019-12-17,2249,3145,Major,8,Fire,0,1,OH,VND0024,0
TXN0001693,POL001693,CUST01693,2021-02-15,2023-04-24,4221,4486,Moderate,3,Fire,0,1,NC,VND0005,0
TXN0001694,POL001694,CUST01694,2023-03-09,2020-03-10,1137,1546,Minor,22,None,1,0,FL,VND0040,0
TXN0001695,POL001695,CUST01695,2024-03-29,2024-06-30,1006,3143,Major,13,Police,0,1,WA,VND0007,0
TXN0001696,POL001696,CUST01696,2020-02-22,2021-06-17,4660,788,Moderate,1,None,0,1,CA,VND0004,0
TXN0001697,POL001697,CUST01697,2020-12-06,2024-03-03,3111,839,Minor,11,Police,0,1,OH,VND0027,0
TXN0001698,POL001698,CUST01698,2023-10-26,2020-05-24,1128,3953,Minor,2,None,0,0,IL,VND0047,0
TXN0001699,POL001699,CUST01699,2020-09-20,2021-05-14,5285,3735,Major,23,Police,1,0,GA,VND0019,0
TXN0001700,POL001700,CUST01700,2020-05-06,2019-10-18,5472,2194,Severe,12,Police,0,1,FL,VND0010,0
TXN0001701,POL001701,CUST01701,2023-07-27,2023-09-10,436,3303,Moderate,18,Police,1,0,WA,VND0010,0
TXN0001702,POL001702,CUST01702,2021-09-14,2022-04-28,1571,2211,Minor,11,Fire,1,0,CA,VND0042,0
TXN0001703,POL001703,CUST01703,2022-03-16,2019-06-15,2718,1747,Minor,0,None,0,0,MI,VND0034,0
TXN0001704,POL001704,CUST01704,2021-09-04,2023-02-16,5173,2440,Major,15,Fire,0,1,IL,VND0025,0
TXN0001705,POL001705,CUST01705,2022-04-24,2023-12-01,703,1903,Moderate,15,Police,0,1,OH,VND0047,0
TXN0001706,POL001706,CUST01706,2020-06-23,2022-10-22,5677,4167,Moderate,5,Ambulance,1,1,NY,VND0006,0
TXN0001707,POL001707,CUST01707,2023-01-08,2023-06-26,43538,2352,Moderate,17,Ambulance,0,1,NY,VND0031,1
TXN0001708,POL001708,CUST01708,2020-12-26,2020-07-22,1052,1943,Moderate,5,Ambulance,0,0,IL,VND0018,0
TXN0001709,POL001709,CUST01709,2021-11-16,2021-05-31,6070,2912,Moderate,16,Ambulance,1,0,NY,VND0012,0
TXN0001710,POL001710,CUST01710,2020-01-08,2023-09-26,789,3911,Moderate,17,None,0,0,CA,VND0046,0
TXN0001711,POL001711,CUST01711,2019-01-23,2022-05-20,1081,1731,Minor,3,Police,1,1,IL,VND0048,0
TXN0001712,POL001712,CUST01712,2022-02-18,2022-05-27,6657,4727,Moderate,7,Fire,0,1,IL,VND0042,0
TXN0001713,POL001713,CUST01713,2019-10-06,2023-04-04,3733,2585,Moderate,3,Ambulance,0,0,NC,VND0008,0
TXN0001714,POL001714,CUST01714,2024-01-07,2022-06-02,3348,3473,Moderate,17,Ambulance,0,0,IL,VND0037,0
TXN0001715,POL001715,CUST01715,2024-04-09,2019-09-25,4874,4807,Minor,5,None,1,1,OH,VND0018,0
TXN0001716,POL001716,CUST01716,2020-09-27,2020-03-17,4485,2442,Minor,15,None,0,1,IL,VND0019,0
TXN0001717,POL001717,CUST01717,2020-08-02,2023-04-27,4372,1399,Moderate,10,None,0,1,IL,VND0010,0
